Woman ID,Residence,Region,Religion,Ethnicity,Age group,Marital state,Current marital state,Highest education qualification,Frequency of reading newspapper,Frequency of watching televisio,Frequency of listening to radio,Frequency of all media combined,Have you ever given birth,Current pregnancy status,Working status,Welth index,Y1
11892,2,5,3,4,6,1,2,3,3,2,3,2,1,2,2,2,8
11893,2,5,3,4,5,1,1,2,3,3,3,3,1,2,2,1,2
11894,2,5,3,4,5,1,1,2,3,3,3,3,1,2,2,1,1
11895,2,5,3,4,6,1,1,3,1,2,1,1,1,1,1,1,8
11896,2,5,3,4,3,2,3,3,1,1,1,1,2,2,2,3,2
11897,2,5,3,4,2,1,1,3,2,2,2,2,1,2,2,1,1
11898,2,5,3,4,4,1,1,3,2,1,1,1,1,2,2,1,2
11899,2,5,3,4,4,1,3,3,3,1,3,1,1,2,2,3,8
11900,2,5,2,2,3,1,1,2,3,3,3,3,1,2,2,1,
11901,2,5,2,2,1,1,1,3,3,3,3,3,2,1,2,1,
11902,2,5,5,2,4,1,1,2,3,1,3,1,1,2,2,1,
11903,2,5,5,2,4,1,1,3,1,1,1,1,1,2,2,1,8
11904,2,5,5,2,5,1,1,3,3,1,2,1,1,2,2,1,2
11905,2,5,2,2,7,1,1,2,2,2,2,2,1,2,2,1,2
11906,2,5,5,2,3,1,1,2,3,3,3,3,1,2,2,1,2
11907,2,5,2,2,2,2,3,3,3,1,3,1,1,2,2,1,
11908,2,5,2,2,3,2,3,3,3,3,3,3,1,2,2,1,
11909,2,5,2,2,7,1,1,1,3,3,3,3,1,2,2,1,8
11910,2,5,3,4,4,1,1,4,1,1,1,1,1,2,2,2,2
11911,2,5,3,4,7,1,1,3,3,3,3,3,1,2,2,4,8
11912,2,5,3,4,2,1,1,5,2,1,2,1,1,2,2,4,1
11913,2,5,3,4,7,2,3,2,3,3,3,3,1,2,2,1,
11914,2,5,3,4,3,1,2,3,3,2,2,2,1,2,2,1,2
11915,2,5,3,4,3,1,1,3,2,1,3,1,1,2,1,2,8
11916,2,5,3,4,4,1,1,3,3,1,2,1,1,2,2,2,2
11917,2,5,3,4,3,1,1,5,1,1,1,1,1,2,2,4,1
11918,2,5,3,4,7,1,1,3,3,1,3,1,1,2,2,1,1
11919,2,5,2,2,4,1,1,3,3,1,3,1,1,2,2,1,8
11920,2,5,2,2,3,1,1,4,2,1,3,1,1,1,2,3,2
11921,2,5,2,2,4,1,1,4,3,1,1,1,1,2,2,2,2
11922,2,5,2,2,6,2,3,2,3,3,3,3,1,2,2,2,2
11923,2,5,2,2,3,2,3,4,1,1,3,1,2,2,2,2,2
11924,2,5,3,4,3,1,1,4,3,1,3,1,1,2,2,1,1
11925,2,5,2,2,5,1,1,3,1,1,3,1,1,2,2,2,8
11926,2,5,2,2,6,1,1,3,2,2,2,2,1,2,2,1,2
11927,2,5,2,2,3,1,1,3,1,1,3,1,1,2,1,1,8
11928,2,5,5,2,5,2,3,2,3,3,3,3,1,2,1,1,8
11929,2,5,5,2,3,1,1,3,3,2,2,2,1,2,2,1,2
11930,2,5,5,2,4,1,1,3,2,2,2,2,1,2,2,2,8
11931,2,5,2,2,6,1,1,5,1,1,1,1,1,2,1,2,2
11932,2,5,2,2,6,1,1,3,3,1,3,1,1,2,2,2,2
11933,2,5,2,2,7,2,3,3,3,3,3,3,2,2,2,1,
11934,2,5,2,2,6,1,1,5,1,1,3,1,1,2,2,3,2
11935,2,5,2,2,5,1,1,3,1,1,1,1,1,2,2,1,8
11936,2,5,1,1,6,1,1,5,1,1,3,1,1,2,1,5,1
11937,2,5,1,1,6,1,1,4,2,1,1,1,1,2,2,4,2
11938,2,5,1,1,7,1,1,2,2,3,3,2,1,2,2,1,2
11939,2,5,1,1,7,3,3,2,3,1,3,1,1,2,2,2,2
11940,2,5,1,1,3,1,1,3,2,1,3,1,1,2,2,4,2
11941,2,5,1,1,5,1,1,3,3,1,3,1,1,2,2,1,1
11942,2,5,1,1,4,1,1,4,2,1,1,1,1,2,2,4,2
11943,2,5,1,1,2,1,1,5,1,1,1,1,2,2,1,5,2
11944,2,5,1,1,2,1,1,4,3,2,2,2,1,2,2,4,
11945,2,5,2,2,4,1,1,5,1,2,1,1,1,8,1,3,2
11946,2,5,2,2,6,2,3,2,3,3,2,2,1,2,2,2,1
11947,2,5,2,2,4,1,1,4,3,3,3,3,1,2,2,1,1
11948,2,5,2,2,3,1,1,3,2,2,2,2,1,2,2,1,1
11949,2,5,2,2,4,1,1,2,3,2,3,2,1,2,2,1,8
11950,2,5,2,2,3,1,1,3,2,2,2,2,1,2,2,1,1
11951,2,5,2,2,3,1,1,5,1,1,1,1,2,2,1,2,2
11952,2,5,2,2,3,1,1,3,1,1,1,1,1,2,2,3,8
11953,2,5,2,2,3,1,1,5,1,1,3,1,2,2,1,2,2
11954,2,5,2,2,4,1,1,4,1,1,3,1,1,2,1,4,2
11955,2,5,2,2,5,1,1,3,3,1,3,1,1,2,2,4,1
11956,2,5,2,2,2,1,1,2,3,1,1,1,1,2,2,1,8
11957,2,5,2,2,3,1,1,3,3,1,1,1,1,2,2,1,2
11958,2,5,5,2,4,1,1,2,3,2,2,2,1,2,2,2,8
11959,2,5,5,2,7,1,1,1,3,2,2,2,1,2,2,1,
11960,2,5,5,2,5,1,3,2,3,2,2,2,1,2,1,1,8
11961,2,5,5,2,3,1,1,3,3,1,3,1,1,2,2,1,2
11962,2,6,1,1,5,3,3,5,3,1,3,1,1,2,1,2,2
11963,2,6,1,1,6,1,1,5,1,1,1,1,1,2,1,2,2
11964,2,6,1,1,6,1,1,3,3,1,3,1,1,2,1,2,1
11965,2,6,1,1,5,1,1,3,2,1,1,1,1,2,2,4,2
11966,2,6,1,1,7,1,1,6,1,1,3,1,1,2,1,4,2
11967,2,6,1,1,5,1,1,6,2,3,2,2,1,2,1,5,2
11968,2,6,1,1,5,1,1,3,2,2,3,2,1,2,2,1,2
11969,2,6,1,1,4,1,1,5,3,1,1,1,1,2,2,3,2
11970,2,6,1,1,5,1,1,4,2,1,1,1,1,2,2,4,2
11971,2,6,1,1,3,1,1,5,3,1,3,1,1,2,2,3,2
11972,2,6,1,1,5,1,1,3,1,1,1,1,1,2,1,3,2
11973,2,6,1,1,6,1,1,3,3,1,3,1,1,2,1,2,
11974,2,6,1,1,1,1,1,3,2,1,2,1,1,2,2,2,1
11975,2,6,1,1,5,1,1,5,2,3,1,1,1,2,2,5,1
11976,2,6,1,1,6,1,1,5,2,1,1,1,1,2,2,3,2
11977,2,6,1,1,7,1,1,3,3,1,3,1,1,2,1,2,8
11978,2,6,1,1,3,1,1,3,3,3,3,3,1,2,2,3,2
11979,2,6,1,1,7,1,1,3,3,1,3,1,1,2,1,4,2
11980,2,6,4,1,3,1,1,5,2,1,1,1,1,1,1,5,2
11981,2,6,1,1,3,1,1,6,2,1,2,1,1,2,2,4,2
11982,2,6,1,1,3,1,1,2,1,1,3,1,2,2,2,4,2
11983,2,6,1,1,6,1,1,3,3,1,3,1,1,2,1,2,1
11984,2,6,1,1,5,1,1,3,1,1,1,1,1,2,2,3,2
11985,2,6,1,1,3,1,1,3,2,1,1,1,1,2,2,3,2
11986,2,6,1,1,5,1,1,3,2,1,2,1,1,2,2,2,2
11987,2,6,1,1,5,1,1,3,2,1,3,1,1,2,1,2,2
11988,2,6,1,1,5,1,1,5,1,1,1,1,1,2,1,5,2
11989,2,6,1,1,4,1,1,3,3,1,3,1,2,2,2,3,2
11990,2,6,1,1,6,1,1,3,2,1,1,1,1,2,1,3,8
11991,2,6,1,1,2,1,1,5,1,1,1,1,1,2,2,3,2
11992,2,6,1,1,5,1,1,3,3,1,3,1,1,2,2,3,2
11993,2,6,1,1,3,1,1,3,2,1,3,1,2,2,2,3,1
11994,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,3,2
11995,2,6,1,1,6,1,1,3,2,1,3,1,1,2,2,3,1
11996,2,6,1,1,7,1,1,3,3,1,3,1,1,2,2,1,2
11997,2,6,1,1,6,3,3,4,2,2,3,2,1,2,2,4,2
11998,2,6,1,1,7,1,1,4,1,1,1,1,1,2,1,5,2
11999,2,6,1,1,7,1,1,4,2,3,1,1,2,2,2,2,2
12000,2,6,1,1,5,1,1,3,1,1,1,1,1,2,2,4,2
12001,2,6,1,1,6,1,1,5,1,1,2,1,1,2,1,5,2
12002,2,6,1,1,2,1,1,4,1,1,1,1,2,2,2,5,1
12003,2,6,1,1,7,1,1,3,1,1,2,1,1,2,2,4,8
12004,2,6,1,1,3,1,1,5,2,1,3,1,1,2,2,3,2
12005,2,6,1,1,4,1,1,2,3,1,3,1,1,2,2,3,2
12006,2,6,1,1,5,1,1,4,2,1,2,1,1,2,1,5,2
12007,2,6,1,1,3,1,1,3,2,1,3,1,1,2,1,2,8
12008,2,6,1,1,5,1,1,3,1,1,1,1,1,2,2,2,2
12009,2,6,1,1,4,1,1,3,3,3,1,1,1,2,1,3,8
12010,2,6,1,1,7,1,1,1,3,1,3,1,1,2,1,1,1
12011,2,6,1,1,5,1,1,5,3,1,3,1,1,2,2,2,2
12012,2,6,1,1,3,1,1,3,1,1,1,1,2,1,2,4,2
12013,2,6,1,1,4,1,1,4,2,1,2,1,1,2,2,4,2
12014,2,6,1,1,5,1,1,3,2,1,1,1,1,2,1,3,1
12015,2,6,1,1,5,1,1,2,3,3,1,1,1,2,2,1,2
12016,2,6,1,1,6,1,1,3,1,1,3,1,1,2,2,3,2
12017,2,6,1,1,5,1,1,3,3,3,3,3,1,2,1,1,
12018,2,6,1,1,6,1,1,5,3,3,3,3,1,2,2,2,2
12019,2,6,1,1,3,1,1,3,1,1,3,1,1,1,2,3,2
12020,2,6,1,1,5,1,1,3,1,3,1,1,1,2,1,3,1
12021,2,6,1,1,4,1,1,3,1,1,1,1,1,2,1,3,2
12022,2,6,1,1,4,1,1,5,1,1,1,1,2,1,2,3,2
12023,2,6,1,1,7,1,1,2,3,3,3,3,1,2,2,3,2
12024,2,6,1,1,2,1,1,3,1,1,3,1,1,2,1,3,2
12025,2,6,1,1,5,3,3,5,1,1,1,1,1,2,2,4,2
12026,2,6,1,1,6,1,1,3,2,1,3,1,1,2,1,3,1
12027,2,6,1,1,2,1,1,4,2,2,3,2,1,2,1,1,2
12028,2,6,1,1,6,1,1,4,1,1,3,1,1,2,2,4,2
12029,2,6,1,1,4,1,1,4,2,1,2,1,1,2,2,3,1
12030,2,6,1,1,4,1,1,5,1,1,3,1,1,2,2,2,1
12031,2,6,1,1,6,1,1,3,2,2,1,1,2,2,1,2,2
12032,2,6,1,1,7,1,1,3,1,1,1,1,1,2,2,3,2
12033,2,6,1,1,7,1,1,3,3,1,3,1,1,2,1,3,2
12034,2,6,1,1,3,1,1,3,1,3,3,1,1,2,2,1,2
12035,2,6,1,1,4,1,1,5,2,1,2,1,1,2,2,2,2
12036,2,6,1,1,3,1,1,3,3,1,1,1,1,2,2,3,1
12037,2,6,1,1,2,1,1,3,2,1,1,1,1,2,2,3,2
12038,2,6,1,1,4,1,1,4,2,1,3,1,1,2,1,3,2
12039,2,6,1,1,3,1,1,3,3,2,2,2,1,2,1,3,2
12040,2,6,1,1,6,1,1,5,1,2,3,1,1,2,1,4,2
12041,2,6,1,1,3,1,1,3,2,1,1,1,2,2,2,3,2
12042,2,6,1,1,6,1,1,3,2,2,2,2,1,2,2,3,2
12043,2,6,1,1,2,1,1,3,3,1,1,1,1,2,2,4,1
12044,2,6,1,1,7,1,1,3,3,1,1,1,1,2,2,2,1
12045,2,6,1,1,6,1,1,2,3,1,2,1,1,2,1,2,
12046,2,6,1,1,5,3,3,1,3,1,1,1,1,2,1,3,1
12047,2,6,1,1,4,1,1,3,1,1,2,1,1,2,2,4,2
12048,2,6,1,1,5,1,1,5,3,3,3,3,1,2,2,4,2
12049,2,6,1,1,5,1,1,3,1,1,3,1,1,2,1,3,2
12050,2,6,1,1,7,1,1,3,2,2,3,2,1,2,1,2,8
12051,2,6,1,1,7,1,1,3,3,3,3,3,1,2,1,3,
12052,2,6,1,1,2,1,1,3,3,1,3,1,1,2,2,3,8
12053,2,6,1,1,4,1,1,3,1,1,1,1,1,2,1,4,2
12054,2,6,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
12055,2,6,1,1,6,1,1,2,3,3,3,3,1,2,2,2,1
12056,2,6,1,1,5,1,1,2,3,3,3,3,1,2,1,1,2
12057,2,6,1,1,3,1,1,4,2,1,3,1,1,2,2,5,2
12058,2,6,1,1,7,3,3,3,3,1,3,1,1,2,1,5,1
12059,2,6,1,1,6,1,1,2,3,,3,2,1,2,2,4,1
12060,2,6,1,1,5,2,3,3,2,3,1,1,1,2,1,3,2
12061,2,6,1,1,5,1,1,5,2,1,2,1,1,2,2,4,1
12062,2,6,1,1,5,1,1,4,2,1,1,1,1,1,2,2,1
12063,2,6,1,1,7,1,1,2,3,1,3,1,1,2,2,2,2
12064,2,6,1,1,2,1,1,3,2,1,3,1,1,2,2,2,1
12065,2,6,1,1,2,1,1,5,1,1,2,1,2,2,2,5,2
12066,2,6,1,1,7,1,1,6,1,1,1,1,1,2,1,5,2
12067,2,6,4,1,4,1,1,5,1,3,1,1,1,2,2,4,1
12068,2,6,1,1,6,1,1,5,1,1,1,1,1,2,1,5,2
12069,2,6,1,1,5,1,1,4,1,1,1,1,1,2,1,5,1
12070,2,6,1,1,7,1,1,3,3,1,3,1,1,2,1,4,1
12071,2,6,1,1,2,1,1,4,1,1,2,1,1,2,2,4,2
12072,2,6,1,1,2,1,1,3,3,1,3,1,1,2,2,3,8
12073,2,6,1,1,7,1,1,3,2,1,3,1,1,2,1,2,2
12074,2,6,1,1,6,1,1,2,2,1,3,1,1,2,2,3,2
12075,2,6,1,1,2,1,1,5,2,1,3,1,1,2,2,3,1
12076,2,6,1,1,4,1,1,3,2,1,3,1,1,2,2,3,2
12077,2,6,1,1,4,1,1,4,1,1,3,1,1,2,2,5,2
12078,2,6,1,1,4,1,1,4,1,1,2,1,1,2,2,3,2
12079,2,6,1,1,6,1,1,2,3,1,1,1,1,2,1,3,8
12080,2,6,1,1,5,1,1,3,2,1,2,1,2,2,2,2,2
12081,2,6,1,1,5,1,1,4,2,2,2,2,1,2,2,4,2
12082,2,6,1,1,6,1,1,3,1,2,2,1,1,2,1,3,1
12083,2,6,1,1,3,1,1,4,1,1,1,1,1,2,1,3,2
12084,2,6,1,1,5,1,1,3,2,1,1,1,1,2,2,3,2
12085,2,6,1,1,5,1,1,2,3,3,1,1,1,2,1,1,2
12086,2,6,1,1,4,1,1,3,3,1,3,1,1,2,1,2,1
12087,2,6,1,1,5,1,1,3,2,1,3,1,1,2,1,2,1
12088,2,6,1,1,4,1,1,3,3,1,3,1,1,2,2,2,2
12089,2,6,1,1,4,1,1,4,1,1,3,1,1,2,2,3,2
12090,2,6,1,1,4,1,1,3,1,1,1,1,1,2,2,4,2
12091,2,6,3,1,4,1,1,3,2,1,3,1,1,2,2,2,2
12092,2,6,1,1,6,1,1,5,1,1,1,1,1,2,1,3,2
12093,2,6,3,1,5,1,1,5,2,3,1,1,1,2,2,4,
12094,2,6,1,1,6,1,1,3,2,1,2,1,1,2,2,3,8
12095,2,6,1,1,6,1,1,3,2,1,1,1,1,2,1,2,1
12096,2,6,1,1,7,1,1,3,1,1,1,1,1,2,2,3,2
12097,2,6,1,1,4,1,1,4,1,1,3,1,1,2,2,4,2
12098,2,6,1,1,4,1,1,3,2,1,2,1,1,2,2,3,2
12099,2,6,1,1,6,1,1,4,3,2,1,1,1,2,2,2,2
12100,2,6,1,1,6,1,1,4,1,1,1,1,1,1,2,3,2
12101,2,6,1,1,6,1,1,3,1,1,1,1,1,2,2,4,8
12102,2,6,1,1,7,1,1,3,2,1,3,1,1,2,1,2,2
12103,2,6,1,1,7,1,1,3,3,3,3,3,1,2,2,2,2
12104,2,6,1,1,6,1,1,3,2,1,3,1,1,2,2,3,2
12105,2,6,1,1,7,1,1,5,2,1,2,1,1,2,2,4,2
12106,2,6,1,1,3,1,1,5,1,1,1,1,2,1,2,4,2
12107,2,6,1,1,7,1,1,5,2,1,3,1,1,2,1,5,2
12108,2,6,1,1,4,1,1,5,1,1,2,1,2,2,1,1,2
12109,2,6,1,1,7,3,3,3,3,,3,2,1,2,1,3,2
12110,2,6,1,1,3,1,1,4,1,1,1,1,2,2,1,3,2
12111,2,6,1,1,5,1,1,4,2,2,2,2,1,2,2,3,2
12112,2,6,1,1,4,1,1,4,2,1,3,1,1,2,2,3,2
12113,2,6,1,1,3,1,1,5,2,1,3,1,1,2,2,4,2
12114,2,6,1,1,7,1,1,3,3,1,1,1,2,2,2,4,1
12115,2,6,1,1,6,1,1,3,1,1,3,1,1,2,1,3,1
12116,2,6,1,1,6,1,1,1,3,1,3,1,1,2,1,2,
12117,2,6,1,1,2,1,1,3,1,1,1,1,1,2,2,2,2
12118,2,6,1,1,4,1,1,2,1,1,2,1,1,2,2,3,2
12119,2,6,1,1,5,1,1,3,2,1,1,1,1,2,2,3,2
12120,2,6,1,1,6,1,1,4,2,1,1,1,1,2,1,2,2
12121,2,6,4,1,7,1,1,3,2,1,3,1,1,2,2,2,2
12122,2,6,1,1,4,1,1,5,1,1,2,1,1,2,1,2,2
12123,2,6,1,1,6,1,1,3,1,2,1,1,1,2,2,3,2
12124,2,6,1,1,7,1,1,3,1,1,2,1,1,2,2,5,2
12125,2,6,1,1,7,1,1,3,1,1,1,1,2,2,2,4,2
12126,2,6,1,1,2,1,1,4,1,1,1,1,1,2,2,4,1
12127,2,6,1,1,6,1,1,3,1,1,1,1,1,2,2,3,2
12128,2,6,1,1,7,1,1,4,3,2,3,2,1,2,2,4,2
12129,2,6,1,1,4,1,1,5,1,1,3,1,1,2,1,3,2
12130,2,6,1,1,6,1,1,3,1,1,3,1,1,2,2,3,2
12131,2,6,1,1,4,1,1,5,3,3,3,3,1,2,2,4,2
12132,2,6,1,1,6,1,1,5,1,1,1,1,1,2,1,3,2
12133,2,6,1,1,7,1,1,4,1,1,1,1,1,2,2,2,2
12134,2,6,1,1,7,1,1,3,1,1,1,1,1,2,1,4,1
12135,2,6,1,1,3,2,3,5,1,1,1,1,1,2,2,4,2
12136,2,6,1,1,4,1,1,3,1,1,1,1,1,1,1,3,2
12137,2,6,1,1,4,1,1,1,3,1,2,1,2,2,2,3,8
12138,2,6,1,1,5,1,1,5,2,3,1,1,1,2,1,2,2
12139,2,6,1,1,5,2,3,3,2,1,3,1,1,2,2,3,8
12140,2,6,1,1,5,1,1,4,2,1,3,1,1,2,1,2,1
12141,2,6,1,1,7,1,1,3,1,1,3,1,1,2,2,2,2
12142,2,6,1,1,1,1,1,3,1,1,1,1,2,2,2,3,2
12143,2,6,1,1,6,1,1,3,3,1,3,1,1,2,2,3,2
12144,2,6,1,1,6,1,1,3,1,1,3,1,1,2,2,1,1
12145,2,6,3,4,2,1,1,3,3,1,3,1,2,2,2,1,2
12146,2,6,1,1,5,1,1,3,2,1,2,1,1,2,2,4,2
12147,2,6,1,1,2,1,1,3,2,1,2,1,1,2,2,3,1
12148,2,6,1,1,6,1,1,6,1,1,3,1,1,2,1,3,2
12149,2,6,1,1,5,1,1,6,2,1,3,1,1,1,1,4,2
12150,2,6,1,1,5,1,1,5,2,1,3,1,1,2,2,2,2
12151,2,6,1,1,3,1,1,3,3,1,3,1,1,1,2,3,2
12152,2,6,1,1,3,1,1,3,2,1,2,1,1,2,2,3,1
12153,2,6,1,1,5,1,1,3,3,1,3,1,1,2,2,3,2
12154,2,6,1,1,6,1,1,3,2,2,3,2,1,2,2,3,2
12155,2,6,1,1,5,1,1,6,1,1,3,1,1,2,1,4,2
12156,2,6,1,1,6,1,1,3,2,1,1,1,1,2,2,2,2
12157,2,6,1,1,3,1,1,5,2,1,2,1,1,2,2,3,2
12158,2,6,1,1,5,1,1,3,3,2,2,2,1,2,2,3,2
12159,2,6,1,1,3,1,1,4,3,1,1,1,1,2,2,4,2
12160,2,6,1,1,7,1,1,5,2,1,1,1,1,2,1,4,1
12161,2,6,1,1,6,1,1,3,3,1,1,1,1,2,1,4,2
12162,2,6,1,1,3,1,1,5,2,1,2,1,1,2,1,3,2
12163,2,6,1,1,5,1,1,3,3,1,3,1,1,2,2,4,2
12164,2,6,1,1,6,1,1,3,1,1,3,1,1,2,2,3,2
12165,2,6,1,1,7,1,1,3,3,1,2,1,1,2,1,4,8
12166,2,6,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
12167,2,6,1,1,7,1,1,3,3,1,1,1,1,2,2,3,2
12168,2,6,1,1,7,1,1,3,2,1,2,1,1,2,1,5,2
12169,2,6,1,1,6,1,1,3,2,1,2,1,1,2,2,5,8
12170,2,6,1,1,7,1,1,5,2,1,1,1,1,2,1,4,2
12171,2,6,3,4,5,1,1,3,3,1,3,1,1,2,2,1,
12172,2,6,1,1,5,1,1,4,1,2,2,1,1,2,1,3,2
12173,2,6,1,1,5,1,1,3,1,1,1,1,1,2,1,3,2
12174,2,6,1,1,5,1,1,3,1,1,1,1,1,2,1,4,2
12175,2,6,1,1,7,1,1,3,3,3,1,1,1,2,2,3,2
12176,2,6,1,1,3,1,1,3,2,1,2,1,1,2,2,2,2
12177,2,6,1,1,3,1,1,5,1,1,1,1,1,2,2,4,2
12178,2,6,1,1,4,1,1,3,2,1,3,1,1,2,2,2,2
12179,2,6,1,1,4,1,1,3,1,3,3,1,1,2,2,2,1
12180,2,6,1,1,6,1,1,4,3,2,1,1,1,2,2,4,1
12181,2,6,1,1,3,1,1,5,2,2,2,2,2,1,2,4,2
12182,2,6,1,1,4,1,1,3,2,1,1,1,1,1,1,5,2
12183,2,6,1,1,5,1,1,3,1,1,1,1,1,2,1,1,8
12184,2,6,1,1,3,1,1,5,1,1,1,1,2,2,1,4,1
12185,2,6,1,1,7,1,1,3,1,1,2,1,1,2,2,4,2
12186,2,6,1,1,3,1,1,5,2,2,2,2,2,1,2,4,2
12187,2,6,1,1,4,1,1,4,1,1,1,1,1,2,2,3,2
12188,2,6,1,1,4,1,1,4,2,1,1,1,1,2,1,3,2
12189,2,6,1,1,7,1,1,2,2,1,1,1,1,2,2,3,2
12190,2,6,1,1,3,1,1,5,1,2,3,1,1,2,1,3,2
12191,2,6,1,1,2,1,1,4,2,1,2,1,2,2,1,3,2
12192,2,6,1,1,7,1,1,1,3,2,2,2,1,2,1,2,1
12193,2,6,1,1,4,1,1,3,2,2,3,2,1,2,2,4,
12194,2,6,1,1,6,1,1,3,2,1,1,1,1,2,1,2,2
12195,2,6,1,1,7,1,1,4,2,1,3,1,1,2,1,4,2
12196,2,6,1,1,4,1,1,4,3,1,2,1,1,2,2,3,2
12197,2,6,1,1,5,1,1,3,2,1,1,1,1,2,1,3,2
12198,2,6,1,1,7,1,1,2,3,,3,2,1,2,2,4,2
12199,2,6,1,1,6,1,1,5,3,3,3,3,1,2,1,4,2
12200,2,6,1,1,4,1,1,3,3,1,2,1,1,2,2,2,2
12201,2,6,1,1,4,1,1,3,2,1,2,1,1,2,1,2,2
12202,2,6,1,1,5,1,1,3,3,3,1,1,1,2,2,1,
12203,2,6,1,1,7,1,1,3,2,1,3,1,1,2,1,2,2
12204,2,6,1,1,7,1,1,6,3,1,3,1,1,2,1,3,2
12205,2,6,1,1,7,1,1,3,2,1,3,1,1,2,1,3,2
12206,2,6,1,1,7,1,1,3,3,1,3,1,1,2,2,3,2
12207,2,6,1,1,5,1,1,3,3,2,2,2,1,2,1,2,8
12208,2,6,1,1,5,1,1,2,3,3,2,2,1,2,2,1,
12209,2,6,1,1,6,1,1,6,1,1,1,1,1,2,1,5,2
12210,2,6,1,1,4,1,1,3,1,1,1,1,1,2,2,2,2
12211,2,6,1,1,3,1,1,5,2,1,1,1,1,1,2,4,2
12212,2,6,1,1,6,1,1,3,2,1,1,1,1,2,2,3,8
12213,2,6,1,1,5,1,1,3,2,1,1,1,1,2,2,4,2
12214,2,6,1,1,6,1,1,5,1,1,2,1,1,2,1,5,2
12215,2,6,1,1,2,1,1,3,3,1,1,1,1,2,2,3,2
12216,2,6,1,1,7,1,1,3,2,1,3,1,1,2,1,2,2
12217,2,6,1,1,4,1,1,3,3,1,1,1,1,1,2,3,2
12218,2,6,1,1,5,1,1,2,3,1,2,1,1,2,1,1,
12219,2,6,1,1,7,1,1,3,3,1,1,1,2,2,1,2,2
12220,2,6,1,1,5,1,1,3,2,1,1,1,1,2,1,2,1
12221,2,6,1,1,6,3,3,3,2,1,3,1,1,2,1,2,2
12222,2,6,1,1,5,1,1,5,2,1,1,1,1,2,1,4,2
12223,2,6,1,1,6,1,1,3,3,1,3,1,1,2,1,3,2
12224,2,6,1,1,5,1,1,3,2,1,1,1,1,2,2,3,2
12225,2,6,1,1,5,1,1,3,3,1,3,1,1,2,2,3,2
12226,2,6,1,1,4,1,1,5,1,1,3,1,1,2,1,3,1
12227,2,6,1,1,5,1,1,3,1,2,1,1,1,2,1,2,2
12228,2,6,1,1,2,1,1,3,2,1,3,1,2,2,2,2,1
12229,2,6,1,1,5,1,1,3,1,1,3,1,1,2,2,2,2
12230,2,6,1,1,3,1,1,3,2,1,1,1,1,2,2,2,1
12231,2,6,1,1,6,1,1,3,2,1,2,1,1,2,1,3,2
12232,2,6,1,1,2,1,1,3,2,1,1,1,1,2,2,3,8
12233,2,6,1,1,1,1,1,3,1,1,1,1,2,1,2,3,2
12234,2,6,1,1,4,1,1,5,3,1,3,1,1,2,2,4,2
12235,2,6,1,1,7,1,1,2,3,3,3,3,1,2,1,2,8
12236,2,6,1,1,6,1,1,3,3,1,1,1,1,2,1,3,2
12237,2,6,1,1,5,1,1,3,3,1,1,1,1,2,1,3,2
12238,2,6,1,1,5,1,1,5,1,1,1,1,1,2,1,5,2
12239,2,6,1,1,4,1,1,4,2,1,2,1,1,2,2,4,1
12240,2,6,1,1,4,1,1,3,2,1,2,1,1,2,2,4,2
12241,2,6,1,1,6,1,1,3,3,1,1,1,1,2,2,2,1
12242,2,6,1,1,6,1,1,5,2,1,3,1,1,2,2,3,2
12243,2,6,1,1,4,1,1,5,2,1,1,1,1,2,1,3,2
12244,2,6,1,1,5,1,1,3,1,3,3,1,1,2,2,3,2
12245,2,6,1,1,4,1,1,3,1,1,3,1,1,2,2,4,2
12246,2,6,1,1,5,1,1,3,3,1,2,1,1,1,2,3,2
12247,2,6,1,1,4,1,1,5,2,1,2,1,1,2,2,1,2
12248,2,6,1,1,3,1,1,3,3,2,3,2,1,2,2,1,8
12249,2,6,1,1,4,1,1,4,3,1,1,1,1,2,2,3,2
12250,2,6,1,1,2,1,1,4,2,1,1,1,2,2,1,1,2
12251,2,6,1,1,4,1,1,4,2,1,1,1,1,2,2,3,2
12252,2,6,1,1,5,1,1,3,2,1,3,1,1,2,2,3,2
12253,2,6,1,1,6,1,1,3,1,1,1,1,1,2,2,3,2
12254,2,6,1,1,4,1,1,3,2,1,1,1,1,2,2,3,2
12255,2,6,1,1,5,1,1,3,3,1,3,1,1,2,2,2,2
12256,2,6,1,1,3,1,1,5,3,1,3,1,1,2,2,2,1
12257,2,6,1,1,5,1,1,3,2,1,2,1,1,2,2,2,2
12258,2,6,1,1,7,1,1,3,3,1,3,1,1,2,2,2,2
12259,2,6,1,1,5,1,1,4,2,1,2,1,1,2,1,2,1
12260,2,6,1,1,5,1,1,3,2,3,3,2,1,2,1,1,2
12261,2,6,1,1,4,1,1,5,3,1,3,1,1,2,2,2,2
12262,2,6,4,1,3,1,1,5,1,1,2,1,1,2,2,4,2
12263,2,6,1,1,6,1,1,3,2,1,1,1,1,2,2,4,1
12264,2,6,1,1,4,1,1,3,3,3,3,3,1,2,2,2,8
12265,2,6,1,1,4,1,1,5,2,1,3,1,1,2,2,4,2
12266,2,6,1,1,7,1,1,3,3,1,1,1,1,2,2,3,
