Woman ID,Residence,Region,Religion,Ethnicity,Age group,Marital state,Current marital state,Highest education qualification,Frequency of reading newspapper,Frequency of watching televisio,Frequency of listening to radio,Frequency of all media combined,Have you ever given birth,Current pregnancy status,Working status,Welth index,Y1
11517,2,5,2,2,4,1,1,3,3,1,1,1,1,2,2,2,2
11518,2,5,3,4,4,1,1,3,1,3,3,1,1,2,2,1,1
11519,2,5,3,4,6,1,1,3,3,3,3,3,1,2,2,1,8
11520,2,5,3,4,3,1,1,3,3,1,3,1,1,2,2,3,
11521,2,5,3,4,2,1,1,4,2,2,2,2,1,2,2,5,2
11522,2,5,3,4,6,1,1,2,3,3,3,3,1,2,2,2,2
11523,2,5,3,4,5,1,1,3,1,2,1,1,1,2,2,1,8
11524,2,5,3,4,6,1,1,3,1,1,1,1,1,2,2,2,2
11525,2,5,3,4,3,1,1,3,1,3,1,1,1,1,2,2,1
11526,2,5,3,2,2,1,1,3,3,2,2,2,1,2,2,3,2
11527,2,5,3,4,4,1,1,3,1,1,1,1,1,2,2,2,2
11528,2,5,3,4,3,1,1,3,3,1,3,1,1,2,2,1,2
11529,2,5,3,4,3,1,1,3,3,1,3,1,1,2,2,2,8
11530,2,5,3,4,4,1,1,3,3,2,3,2,1,2,2,2,2
11531,2,5,3,2,3,1,1,3,3,2,2,2,1,2,2,2,2
11532,2,5,3,4,2,1,1,3,1,1,1,1,1,1,2,2,2
11533,2,5,3,4,4,1,1,2,2,1,3,1,1,2,2,1,2
11534,2,5,3,4,4,1,1,3,3,2,3,2,1,2,2,2,2
11535,2,5,2,2,6,1,1,3,3,3,3,3,1,2,2,1,1
11536,2,5,4,2,3,1,1,3,2,1,3,1,1,2,1,1,2
11537,2,5,2,2,2,1,1,4,1,1,1,1,2,2,2,3,2
11538,2,5,2,3,4,1,1,3,3,1,3,1,1,2,2,3,1
11539,2,5,2,2,3,1,1,3,1,1,1,1,1,2,1,3,2
11540,2,5,2,2,7,1,1,1,3,3,3,3,1,2,2,1,2
11541,2,5,2,2,4,1,1,5,1,1,1,1,2,2,2,2,1
11542,2,5,4,2,7,1,1,1,3,1,1,1,1,2,2,3,8
11543,2,5,4,2,2,1,2,4,1,1,1,1,1,2,1,3,2
11544,2,5,3,4,3,1,2,3,2,2,2,2,1,1,2,2,2
11545,2,5,3,4,4,1,1,3,3,1,3,1,1,2,2,1,2
11546,2,5,3,4,6,1,1,2,3,1,3,1,1,2,1,4,2
11547,2,5,3,2,3,1,1,3,2,2,2,2,1,2,2,3,2
11548,2,5,3,2,4,1,1,3,2,3,3,2,1,2,2,1,2
11549,2,5,3,4,5,1,1,2,3,3,1,1,1,2,2,2,
11550,2,5,3,4,2,1,1,3,3,,3,2,1,2,2,3,2
11551,2,5,3,4,4,1,1,2,3,2,2,2,1,2,2,1,8
11552,2,5,3,4,6,1,1,3,3,3,3,3,1,2,2,1,
11553,2,5,3,4,4,1,1,5,1,1,3,1,1,2,2,4,1
11554,2,5,3,4,3,1,2,4,1,1,1,1,1,2,2,1,1
11555,2,5,1,1,3,2,3,3,2,2,2,2,1,2,1,3,2
11556,2,5,1,1,5,1,1,5,2,2,3,2,1,2,2,2,1
11557,2,5,1,1,6,1,1,3,3,2,1,1,1,2,1,3,2
11558,2,5,1,1,6,1,1,3,2,2,2,2,1,2,1,1,2
11559,2,5,1,1,4,1,1,5,2,1,1,1,1,2,1,4,1
11560,2,5,1,1,7,1,1,4,3,1,2,1,1,2,1,3,2
11561,2,5,1,1,7,1,1,3,3,3,1,1,1,2,1,3,2
11562,2,5,1,1,2,1,1,3,1,1,1,1,1,2,1,3,8
11563,2,5,1,1,2,1,1,5,1,1,1,1,2,2,2,3,2
11564,2,5,1,1,7,3,3,3,1,1,1,1,1,2,2,4,2
11565,2,5,1,1,6,1,1,3,2,2,2,2,1,2,2,3,2
11566,2,5,1,1,3,1,1,3,3,1,3,1,1,2,2,2,8
11567,2,5,1,1,7,1,1,4,2,1,1,1,1,2,2,3,2
11568,2,5,1,1,3,1,1,6,1,1,1,1,1,2,1,4,2
11569,2,5,1,1,4,1,1,3,3,1,1,1,1,2,2,3,2
11570,2,5,1,1,6,1,1,2,3,1,1,1,1,2,2,4,8
11571,2,5,1,1,2,1,1,3,2,1,1,1,1,2,2,4,1
11572,2,5,1,1,6,1,1,3,3,1,1,1,1,2,2,2,1
11573,2,5,1,1,2,1,1,4,2,1,3,1,1,2,2,2,2
11574,2,5,1,1,3,1,1,5,1,1,1,1,1,2,2,4,2
11575,2,5,2,2,7,1,1,2,3,3,1,1,1,2,2,3,
11576,2,5,4,2,2,1,1,3,3,3,3,3,2,1,2,3,2
11577,2,5,2,2,4,1,1,3,3,1,3,1,1,2,2,1,2
11578,2,5,2,2,2,1,1,3,3,1,3,1,1,2,2,1,2
11579,2,5,2,2,4,1,2,2,3,1,1,1,1,2,2,1,
11580,2,5,2,2,2,1,1,5,1,1,3,1,1,2,2,3,2
11581,2,5,4,2,4,1,1,3,3,3,3,3,1,2,1,3,2
11582,2,5,2,2,5,1,1,3,1,1,3,1,1,2,2,4,2
11583,2,5,2,2,5,1,1,5,1,1,1,1,1,2,2,4,2
11584,2,5,2,2,4,1,1,2,3,3,1,1,1,2,2,1,
11585,2,5,4,2,7,1,1,3,1,1,1,1,1,2,2,1,2
11586,2,5,2,2,4,1,1,4,3,1,1,1,1,2,2,5,2
11587,2,5,2,2,6,1,1,5,1,1,3,1,1,2,2,4,2
11588,2,5,2,2,4,3,3,3,2,3,3,2,1,2,1,3,2
11589,2,5,2,2,5,1,1,5,1,1,2,1,1,2,2,3,8
11590,2,5,2,2,7,1,3,3,2,1,3,1,1,2,1,1,1
11591,2,5,2,2,7,1,1,3,2,1,2,1,1,2,2,3,1
11592,2,5,2,2,2,1,1,5,1,1,1,1,2,2,1,3,1
11593,2,5,2,2,3,1,1,1,3,1,3,1,1,2,1,2,8
11594,2,5,2,2,4,2,3,2,1,1,1,1,1,2,2,1,
11595,2,5,2,2,4,1,1,4,1,1,1,1,1,2,1,2,2
11596,2,5,4,2,6,1,1,4,1,1,3,1,1,2,2,2,2
11597,2,5,4,2,1,1,1,4,1,1,3,1,2,2,2,2,2
11598,2,5,5,2,2,1,1,3,1,1,3,1,1,2,2,3,2
11599,2,5,2,2,5,1,1,3,3,1,1,1,1,2,1,3,1
11600,2,5,2,2,2,1,1,4,3,3,3,3,1,2,1,2,
11601,2,5,1,1,6,1,1,4,1,1,1,1,1,2,2,5,8
11602,2,5,1,1,4,1,1,6,2,1,1,1,2,1,1,4,2
11603,2,5,1,1,3,1,1,4,2,1,1,1,1,2,2,5,2
11604,2,5,4,1,7,1,1,4,1,1,2,1,2,2,2,4,2
11605,1,5,1,1,2,1,1,3,2,2,2,2,2,2,2,3,2
11606,1,5,1,1,7,2,3,3,2,2,2,2,1,2,1,3,2
11607,1,5,1,1,6,1,1,4,3,1,1,1,1,2,2,5,2
11608,1,5,1,1,5,1,1,4,3,1,3,1,1,2,2,5,2
11609,1,5,1,1,2,1,1,3,2,1,1,1,1,2,2,5,1
11610,1,5,1,1,5,1,1,4,2,1,1,1,1,2,2,5,2
11611,1,5,1,1,6,1,1,4,2,1,1,1,1,2,2,5,2
11612,1,5,1,1,7,1,1,5,1,1,1,1,1,2,1,5,2
11613,1,5,1,1,4,1,1,5,1,1,3,1,1,2,1,5,2
11614,1,5,1,1,5,1,1,5,1,1,2,1,1,2,2,5,1
11615,1,5,1,1,5,1,1,5,2,1,1,1,1,2,2,4,2
11616,1,5,1,1,7,1,1,3,3,2,1,1,1,2,1,5,2
11617,1,5,5,2,5,1,1,5,1,1,3,1,1,2,2,5,1
11618,1,5,4,2,6,1,1,4,1,1,1,1,1,2,2,3,2
11619,1,5,4,2,4,1,1,3,1,3,3,1,1,2,2,1,1
11620,1,5,5,2,2,1,1,5,3,1,2,1,1,2,2,5,1
11621,1,5,2,3,3,1,1,5,1,1,1,1,1,2,2,3,2
11622,1,5,4,2,7,2,3,5,1,2,1,1,1,2,2,4,2
11623,1,5,2,2,5,1,1,5,1,1,1,1,1,2,1,3,2
11624,1,5,2,2,6,1,1,4,1,1,1,1,1,2,1,4,8
11625,1,5,4,2,5,1,1,5,1,2,2,1,1,2,2,4,2
11626,1,5,2,2,7,2,3,3,1,1,3,1,1,2,1,5,1
11627,1,5,2,2,7,1,1,3,1,1,3,1,1,2,2,1,2
11628,1,5,2,2,6,1,1,4,3,1,3,1,1,2,2,2,2
11629,1,5,2,2,7,1,1,3,1,1,3,1,1,2,2,3,1
11630,1,5,2,2,7,2,3,3,1,1,2,1,1,2,1,4,2
11631,1,5,2,2,6,1,1,3,3,1,3,1,1,2,2,5,2
11632,1,5,2,2,5,1,1,4,3,1,3,1,1,2,2,1,2
11633,1,5,1,1,5,1,1,4,3,1,1,1,1,2,2,3,1
11634,1,5,1,1,4,1,1,6,2,1,1,1,1,2,1,5,2
11635,1,5,4,2,5,1,1,5,1,1,2,1,1,2,1,4,1
11636,1,5,2,2,5,1,1,4,1,1,2,1,2,2,2,5,1
11637,1,5,1,1,4,1,1,6,1,1,1,1,1,2,1,5,2
11638,1,5,2,2,5,1,1,6,1,1,1,1,1,2,1,5,1
11639,1,5,2,2,4,1,1,5,1,1,1,1,1,2,1,5,2
11640,1,5,2,2,7,1,1,6,1,1,1,1,2,2,1,5,2
11641,1,5,2,2,6,1,1,6,1,1,1,1,1,2,1,5,1
11642,1,5,2,2,5,1,1,4,3,1,3,1,1,2,2,5,8
11643,1,5,4,2,4,1,1,4,3,1,3,1,1,2,2,3,1
11644,1,5,1,1,4,1,1,3,3,2,2,2,1,2,2,4,2
11645,1,5,1,1,4,1,1,5,1,1,1,1,1,2,2,5,2
11646,1,5,2,2,4,1,1,5,2,1,2,1,1,2,1,3,2
11647,1,5,4,2,6,1,1,3,1,1,1,1,1,2,2,4,2
11648,1,5,2,2,5,1,1,4,3,1,1,1,2,2,2,4,2
11649,2,5,4,2,7,1,1,4,1,1,2,1,1,2,2,5,2
11650,2,5,4,2,5,1,1,2,3,1,3,1,1,2,2,3,
11651,2,5,2,2,5,1,1,5,1,1,1,1,2,2,1,4,2
11652,2,5,2,2,4,1,1,6,1,1,2,1,1,2,1,5,2
11653,2,5,2,2,4,1,1,5,1,1,1,1,1,2,2,5,1
11654,2,5,4,2,3,1,1,4,2,1,2,1,1,2,2,4,2
11655,2,5,2,2,6,1,1,4,1,1,1,1,1,2,2,4,2
11656,2,5,2,2,4,1,1,5,1,1,2,1,1,1,2,5,2
11657,2,5,1,1,3,1,1,6,1,1,3,1,1,2,2,5,2
11658,2,5,4,2,5,1,1,5,1,1,1,1,1,2,2,5,2
11659,2,5,3,4,4,1,1,3,1,1,2,1,1,2,2,3,8
11660,2,5,2,2,6,1,1,3,3,1,3,1,1,2,2,3,2
11661,2,5,4,2,5,1,1,4,1,1,2,1,1,2,2,4,2
11662,2,5,3,4,3,2,3,4,3,3,3,3,1,2,2,2,2
11663,2,5,2,2,6,1,1,2,1,1,2,1,1,2,1,4,2
11664,2,5,5,2,6,1,1,2,2,3,3,2,1,2,2,3,8
11665,2,5,5,2,3,1,1,4,3,1,3,1,1,2,2,3,1
11666,2,5,3,4,6,1,1,2,3,3,3,3,1,2,2,1,2
11667,2,5,2,2,6,1,1,2,3,1,1,1,1,2,2,3,2
11668,2,5,5,2,4,1,1,4,1,1,2,1,1,2,2,1,2
11669,2,5,1,1,2,1,1,3,2,3,3,2,1,2,2,1,
11670,2,5,1,1,5,1,1,3,2,2,3,2,1,2,2,2,8
11671,2,5,1,1,7,1,1,5,3,3,3,3,1,2,1,4,2
11672,2,5,1,1,5,1,1,3,2,1,1,1,1,2,1,3,2
11673,2,5,1,1,5,1,1,4,2,2,2,2,1,2,2,3,2
11674,2,5,3,4,7,1,1,2,1,1,1,1,1,2,2,1,2
11675,2,5,4,6,7,1,1,3,3,1,1,1,1,2,2,4,2
11676,1,5,2,2,6,1,1,5,1,1,1,1,1,2,1,3,2
11677,1,5,3,4,3,1,1,5,1,1,1,1,1,2,2,4,2
11678,1,5,2,2,5,1,1,3,3,1,3,1,1,2,1,4,2
11679,1,5,2,2,5,1,1,5,1,1,3,1,1,2,2,3,2
11680,1,5,2,2,4,1,1,3,3,1,2,1,1,2,2,5,2
11681,1,5,2,2,7,3,3,3,3,3,1,1,1,2,2,4,8
11682,1,5,2,2,4,1,1,5,1,1,1,1,1,2,1,3,1
11683,1,5,2,2,7,1,1,4,3,1,1,1,1,2,1,2,2
11684,1,5,2,2,7,1,1,3,2,1,3,1,1,2,2,5,2
11685,1,5,3,4,5,1,1,6,2,3,3,2,1,2,1,5,8
11686,1,5,2,2,4,1,1,4,1,1,1,1,1,2,2,4,2
11687,1,5,2,2,7,1,1,6,1,1,1,1,1,2,1,5,2
11688,1,5,2,2,5,1,1,4,1,1,1,1,1,2,2,4,2
11689,1,5,2,2,7,1,1,3,1,1,2,1,1,2,2,5,2
11690,1,5,2,2,3,1,1,5,1,1,3,1,1,2,2,5,1
11691,2,5,1,1,6,1,1,3,2,1,1,1,1,2,2,5,2
11692,2,5,1,1,3,1,1,4,2,1,1,1,2,2,2,4,2
11693,2,5,1,1,7,1,1,2,3,1,3,1,1,2,2,3,2
11694,2,5,1,1,3,1,1,3,2,1,3,1,1,2,2,3,2
11695,2,5,1,1,3,1,1,4,3,1,1,1,1,2,2,5,2
11696,2,5,1,1,6,1,1,3,1,1,1,1,1,2,2,3,2
11697,2,5,1,1,3,1,1,5,2,1,1,1,1,2,2,3,2
11698,2,5,1,1,5,1,1,3,2,2,2,2,1,2,2,2,2
11699,2,5,1,1,4,1,1,3,3,1,3,1,1,8,2,4,2
11700,2,5,3,4,5,1,1,2,3,3,3,3,1,2,2,1,2
11701,2,5,3,4,6,1,1,3,3,3,1,1,1,2,2,2,1
11702,2,5,3,4,4,1,1,5,1,1,3,1,1,2,2,4,1
11703,2,5,3,4,7,1,1,2,3,1,3,1,1,2,2,3,1
11704,2,5,3,4,5,1,1,3,2,1,2,1,1,2,2,3,1
11705,2,5,3,2,4,1,1,3,2,3,3,2,1,2,2,2,1
11706,2,5,3,2,7,3,3,2,2,3,1,1,1,2,1,2,8
11707,2,5,3,4,5,1,1,3,1,1,3,1,1,2,2,2,8
11708,2,5,3,4,2,1,1,3,3,2,1,1,1,2,2,1,
11709,2,5,3,2,2,1,1,3,3,2,2,2,1,2,2,1,8
11710,2,5,3,4,4,1,1,4,3,1,1,1,1,2,2,2,2
11711,2,5,3,4,3,1,1,5,1,1,3,1,1,2,2,4,2
11712,2,5,3,4,4,1,1,3,3,2,3,2,1,2,2,5,2
11713,2,5,3,4,5,1,1,2,3,3,3,3,1,2,2,1,8
11714,2,5,3,4,7,3,3,3,3,3,3,3,2,2,2,3,1
11715,2,5,3,4,5,1,1,5,2,3,3,2,1,2,1,4,8
11716,2,5,3,4,4,1,1,2,3,2,3,2,1,1,2,5,8
11717,2,5,3,4,6,2,1,2,3,3,3,3,1,1,2,2,2
11718,2,5,3,4,4,2,3,2,3,3,3,3,2,2,2,2,2
11719,2,5,3,4,4,1,3,3,2,1,2,1,1,2,2,3,2
11720,2,5,3,4,5,1,1,3,2,1,1,1,1,2,2,3,8
11721,2,5,3,4,5,2,3,3,3,3,3,3,1,2,2,1,1
11722,2,5,3,4,4,1,1,3,3,1,3,1,1,2,2,3,2
11723,2,5,3,4,5,1,1,3,3,1,3,1,1,1,2,2,8
11724,2,5,3,4,2,1,1,5,1,1,1,1,1,2,2,4,2
11725,2,5,3,4,6,1,1,3,3,1,3,1,1,1,2,3,
11726,2,5,3,4,2,1,1,5,1,1,1,1,2,2,2,3,2
11727,2,5,3,4,5,1,1,5,3,1,1,1,1,2,2,3,1
11728,2,5,1,1,7,1,1,4,2,2,2,2,1,2,2,4,2
11729,2,5,1,1,2,1,1,5,2,2,2,2,1,2,1,4,2
11730,2,5,1,1,6,1,1,3,3,1,2,1,1,2,1,4,2
11731,2,5,1,1,7,1,1,1,3,1,1,1,1,2,2,3,2
11732,2,5,1,1,3,1,1,5,3,1,1,1,1,2,2,3,1
11733,2,5,1,1,4,1,1,4,3,2,2,2,1,2,2,4,2
11734,2,5,1,1,6,1,1,3,2,1,1,1,1,2,1,2,2
11735,2,5,1,1,2,1,1,4,3,2,2,2,2,2,2,3,2
11736,2,5,1,1,5,1,1,5,2,2,2,2,1,2,2,2,2
11737,2,5,1,1,5,1,1,3,3,2,3,2,1,2,2,3,2
11738,2,5,1,1,7,1,1,3,3,2,2,2,1,2,2,3,2
11739,2,5,1,1,7,1,1,3,2,3,3,2,1,2,1,2,8
11740,2,5,1,1,6,1,1,3,3,2,3,2,1,2,2,3,1
11741,2,5,1,1,3,1,1,3,3,1,1,1,2,2,2,3,8
11742,2,5,1,1,7,1,1,2,3,1,1,1,1,2,1,4,2
11743,2,5,1,1,7,1,1,2,2,1,1,1,1,2,2,3,1
11744,2,5,1,1,6,1,1,2,2,1,2,1,1,2,2,2,2
11745,2,5,1,1,6,1,1,5,2,1,1,1,1,2,2,5,2
11746,2,5,1,1,7,1,1,5,1,1,1,1,1,2,2,5,2
11747,2,5,1,1,6,1,1,4,2,1,1,1,1,2,2,5,2
11748,2,5,1,1,7,1,1,1,3,1,1,1,1,2,2,2,8
11749,2,5,1,1,3,1,1,3,3,1,1,1,1,1,2,2,2
11750,2,5,1,1,3,1,1,4,2,2,2,2,1,2,2,3,8
11751,2,5,1,1,6,1,1,4,2,1,1,1,1,2,2,3,2
11752,2,5,1,1,4,1,1,3,3,1,3,1,1,2,2,2,2
11753,2,5,1,1,3,1,1,3,2,2,2,2,1,2,2,1,1
11754,2,5,1,1,3,1,1,4,2,2,2,2,2,1,2,5,2
11755,2,5,1,1,4,1,1,5,2,2,2,2,1,2,2,5,2
11756,2,5,1,1,5,1,1,4,3,2,2,2,1,2,2,5,2
11757,2,5,1,1,4,1,1,3,2,1,1,1,1,2,2,2,1
11758,2,5,1,1,3,1,1,3,3,1,3,1,1,2,2,4,8
11759,2,5,1,1,3,1,1,5,2,2,2,2,1,2,2,4,2
11760,2,5,1,1,6,1,1,4,2,1,2,1,1,2,1,4,2
11761,2,5,1,1,5,1,1,3,2,1,1,1,1,2,2,2,2
11762,2,5,4,1,4,1,1,3,2,2,3,2,1,2,2,5,2
11763,2,5,1,1,7,3,3,3,2,2,2,2,1,2,1,5,2
11764,2,5,1,1,6,1,1,4,3,2,2,2,1,2,2,4,2
11765,2,5,1,1,5,1,1,4,2,1,1,1,1,2,2,3,2
11766,2,5,2,2,7,2,3,3,1,1,2,1,1,2,2,1,8
11767,2,5,2,2,4,1,1,5,1,1,3,1,1,2,1,4,2
11768,2,5,2,2,5,1,1,4,1,1,1,1,1,2,2,4,1
11769,2,5,2,2,2,1,1,4,3,1,3,1,1,2,2,4,2
11770,2,5,2,2,1,1,1,4,3,1,3,1,1,2,2,4,2
11771,2,5,2,2,4,1,1,4,3,1,3,1,1,2,2,2,1
11772,2,5,2,2,5,1,1,3,3,2,3,2,1,2,2,2,1
11773,2,5,2,2,6,1,1,4,1,1,1,1,1,2,2,3,2
11774,2,5,2,2,6,1,1,3,2,1,3,1,1,2,2,5,8
11775,2,5,1,1,4,1,1,5,2,2,3,2,1,2,1,4,2
11776,2,5,1,1,7,1,1,3,3,2,2,2,1,2,1,5,1
11777,2,5,1,1,7,1,1,3,3,1,1,1,1,2,1,5,1
11778,2,5,1,1,2,1,1,3,1,1,1,1,2,1,2,5,1
11779,2,5,1,1,4,1,1,4,2,2,2,2,1,2,2,4,2
11780,2,5,1,1,4,1,1,4,3,2,1,1,1,2,2,3,8
11781,2,5,1,1,6,1,1,2,3,2,1,1,1,2,2,3,1
11782,2,5,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2
11783,2,5,1,1,5,1,1,2,3,1,1,1,1,2,2,1,
11784,2,5,1,1,6,1,1,4,2,2,2,2,1,2,2,4,2
11785,2,5,1,1,6,1,1,4,3,1,1,1,1,2,2,5,1
11786,2,5,1,1,3,1,1,3,2,3,3,2,1,2,2,1,2
11787,2,5,1,1,3,1,1,5,2,1,1,1,1,2,1,3,2
11788,2,5,1,1,3,1,1,5,1,1,1,1,1,2,1,4,2
11789,2,5,1,1,2,1,1,4,2,2,1,1,1,2,2,2,2
11790,2,5,1,1,3,1,1,4,3,1,2,1,1,2,2,1,2
11791,2,5,2,2,3,1,1,5,1,1,1,1,2,2,1,2,2
11792,2,5,2,2,5,1,1,4,1,1,1,1,1,2,2,2,
11793,2,5,2,2,5,1,1,4,1,2,1,1,1,2,2,1,2
11794,2,5,2,2,7,1,1,2,1,1,1,1,1,2,2,2,8
11795,2,5,2,2,3,1,1,3,2,1,2,1,1,2,2,3,1
11796,2,5,2,2,5,1,1,3,2,2,2,2,1,2,2,1,8
11797,2,5,2,2,2,1,1,3,2,1,2,1,1,2,2,4,2
11798,2,5,2,2,2,1,1,3,3,3,2,2,1,2,2,1,8
11799,2,5,2,2,7,3,3,2,3,2,3,2,1,2,2,1,8
11800,1,5,3,4,4,1,1,3,3,1,3,1,1,2,2,2,2
11801,1,5,3,4,6,1,1,3,3,1,1,1,1,2,2,3,2
11802,1,5,3,4,2,1,3,4,3,1,3,1,1,2,2,1,2
11803,1,5,3,4,3,1,1,3,2,1,2,1,2,2,1,4,2
11804,1,5,3,4,2,1,1,3,1,2,2,1,1,1,2,2,8
11805,1,5,3,4,5,1,1,3,1,1,1,1,1,2,1,4,2
11806,1,5,3,4,4,1,1,3,3,1,2,1,1,2,2,2,2
11807,1,5,3,4,2,1,1,3,3,1,2,1,2,1,2,2,2
11808,1,5,3,4,3,1,1,3,3,1,2,1,1,2,1,2,1
11809,1,5,3,4,3,1,1,3,3,3,1,1,1,2,2,2,8
11810,1,5,3,4,4,1,1,3,2,3,3,2,1,2,2,1,8
11811,1,5,3,4,4,1,1,3,3,2,3,2,1,2,2,3,
11812,2,5,3,4,2,1,1,4,1,1,1,1,1,2,2,4,2
11813,2,5,3,4,4,1,1,4,2,3,3,2,1,1,2,4,2
11814,2,5,3,4,5,1,1,2,3,3,3,3,1,2,2,2,2
11815,2,5,3,4,2,1,1,3,3,2,2,2,1,2,2,1,2
11816,2,5,3,4,2,1,1,4,1,1,1,1,1,2,2,3,2
11817,2,5,3,4,2,2,3,3,3,1,3,1,2,2,2,3,
11818,2,5,3,4,7,1,1,2,3,1,1,1,1,2,2,3,1
11819,2,5,3,4,5,1,1,2,2,1,2,1,1,2,2,2,2
11820,1,5,3,4,6,1,1,3,3,1,1,1,1,2,2,2,2
11821,1,5,3,4,1,1,1,4,1,1,1,1,2,2,2,2,2
11822,1,5,3,4,6,1,1,4,1,1,1,1,1,2,2,4,
11823,1,5,3,4,3,1,1,4,1,1,1,1,1,2,2,3,1
11824,1,5,3,4,2,1,1,4,2,2,1,1,1,2,2,3,2
11825,1,5,3,4,3,1,1,5,1,3,2,1,1,2,2,5,2
11826,1,5,3,4,7,1,1,3,3,2,3,2,1,2,2,4,2
11827,1,5,3,4,5,1,1,5,1,1,2,1,1,2,2,4,2
11828,1,5,3,4,6,1,1,2,2,1,2,1,1,2,2,4,1
11829,1,5,3,4,5,1,1,3,1,1,2,1,1,2,2,5,2
11830,1,5,3,4,6,1,1,4,3,2,1,1,1,2,2,3,8
11831,1,5,3,4,5,1,1,5,1,2,3,1,1,2,1,4,2
11832,1,5,3,4,3,1,1,4,3,3,2,2,1,2,1,3,8
11833,1,5,3,4,3,1,1,6,1,1,1,1,1,2,1,4,2
11834,1,5,3,4,7,1,1,4,3,3,3,3,1,2,1,3,2
11835,1,5,3,4,4,1,1,4,3,1,2,1,1,2,2,4,1
11836,1,5,3,4,5,1,1,5,1,1,1,1,1,2,2,5,2
11837,1,5,3,4,5,1,2,4,3,1,3,1,1,2,2,4,2
11838,1,5,3,4,3,1,1,3,3,1,2,1,1,2,2,2,8
11839,1,5,3,4,2,1,3,4,3,1,1,1,1,2,2,3,2
11840,1,5,3,4,1,1,1,3,1,2,2,1,1,2,2,4,1
11841,1,5,3,4,6,1,1,2,2,3,2,2,1,2,2,2,8
11842,1,5,3,4,1,1,1,3,2,1,2,1,2,1,2,2,2
11843,2,5,3,4,2,1,1,4,1,1,2,1,2,2,2,3,2
11844,2,5,3,4,6,1,1,1,3,3,3,3,1,2,2,2,1
11845,2,5,3,4,6,1,1,1,3,1,2,1,1,2,2,1,2
11846,2,5,3,4,3,1,1,3,3,2,2,2,1,2,2,1,8
11847,1,5,3,4,6,1,1,2,3,1,1,1,1,2,2,2,2
11848,1,5,3,4,5,1,1,3,3,1,2,1,1,2,2,3,2
11849,1,5,3,4,4,1,1,3,1,2,3,1,1,2,2,3,1
11850,1,5,3,4,2,1,1,3,3,3,3,3,1,2,1,3,1
11851,1,5,3,4,6,3,3,2,3,2,3,2,1,2,1,3,8
11852,1,5,3,4,3,1,1,5,1,1,1,1,1,1,2,4,1
11853,1,5,3,4,4,1,1,4,3,1,3,1,1,2,2,3,2
11854,2,5,3,4,4,1,1,4,1,3,1,1,1,1,1,1,2
11855,2,5,3,4,4,1,1,4,3,3,3,3,1,2,2,1,1
11856,2,5,3,4,5,1,1,5,1,3,1,1,1,2,1,2,2
11857,2,5,3,4,4,1,1,3,2,1,2,1,1,2,2,2,2
11858,2,5,3,4,4,1,1,3,3,2,2,2,1,1,2,1,8
11859,2,5,3,4,6,1,1,3,3,1,2,1,1,2,2,4,8
11860,2,5,3,4,3,1,1,3,2,3,3,2,1,2,1,3,1
11861,2,5,3,4,3,1,1,3,3,2,2,2,2,1,2,2,1
11862,2,5,3,4,6,1,1,3,3,2,3,2,1,2,2,2,8
11863,1,5,3,4,7,1,3,2,3,1,1,1,1,2,2,1,2
11864,1,5,3,4,5,1,1,3,3,1,1,1,1,2,2,1,1
11865,1,5,3,4,3,1,1,5,1,1,1,1,2,2,2,1,2
11866,1,5,3,4,6,1,1,3,1,1,1,1,1,2,2,5,
11867,1,5,3,4,6,1,1,4,1,1,2,1,2,2,2,2,8
11868,1,5,3,4,3,1,1,3,2,1,3,1,1,2,2,2,2
11869,1,5,3,4,2,2,3,5,1,1,1,1,2,2,2,5,2
11870,1,5,3,4,5,1,1,5,1,1,2,1,1,2,1,4,1
11871,1,5,3,4,5,1,1,6,1,2,2,1,1,2,1,5,2
11872,1,5,3,4,6,1,1,4,3,1,3,1,1,2,2,3,1
11873,2,5,3,4,7,1,1,2,2,3,1,1,1,2,2,1,1
11874,2,5,3,4,6,1,1,2,2,1,1,1,1,2,2,2,1
11875,2,5,3,4,3,1,2,6,1,1,2,1,1,2,2,4,2
11876,2,5,3,4,1,1,2,3,2,2,2,2,2,2,2,2,2
11877,2,5,3,4,4,1,1,4,1,1,1,1,1,2,2,2,2
11878,2,5,3,4,4,1,1,2,1,1,1,1,1,2,2,1,8
11879,2,5,3,4,2,1,1,3,1,1,1,1,2,2,2,1,2
11880,2,5,2,2,2,1,2,3,2,2,2,2,1,2,2,2,8
11881,2,5,2,2,4,1,2,3,2,2,2,2,1,2,2,2,2
11882,2,5,2,2,5,1,1,4,2,2,1,1,1,2,2,2,1
11883,2,5,2,2,3,1,1,4,1,1,1,1,1,2,2,1,2
11884,2,5,2,2,7,1,1,1,3,3,3,3,1,2,2,1,2
11885,2,5,2,2,5,1,1,3,3,1,1,1,1,2,2,1,2
11886,2,5,2,2,3,1,1,3,3,1,2,1,1,2,2,4,2
11887,2,5,2,2,3,1,1,4,1,1,1,1,1,2,2,2,1
11888,2,5,2,2,3,1,1,5,1,1,1,1,1,2,1,1,1
11889,2,5,3,4,6,1,1,5,1,1,1,1,1,2,1,3,2
11890,2,5,3,4,3,1,1,3,3,2,2,2,1,1,2,2,2
11891,2,5,3,4,2,1,2,4,1,1,1,1,1,2,2,2,1
